,time,variable,value,iteration,name
182,2020-02-20 22:57:25.121858000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7045955464.0,0,pcap60
183,2020-02-20 22:57:26.128588250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6896454215.0,0,pcap60
184,2020-02-20 22:57:27.123376750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6806394951.0,0,pcap60
185,2020-02-20 22:57:28.151375000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6913824588.0,0,pcap60
186,2020-02-20 22:57:29.148228750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6374865164.0,0,pcap60
187,2020-02-20 22:57:30.140254500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7092246529.0,0,pcap60
188,2020-02-20 22:57:31.150237750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6784267959.0,0,pcap60
189,2020-02-20 22:57:32.148621000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6568876899.0,0,pcap60
190,2020-02-20 22:57:33.149570750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6457893238.0,0,pcap60
191,2020-02-20 22:57:34.160392000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),5871138319.0,0,pcap60
192,2020-02-20 22:57:35.150444750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6635912377.0,0,pcap60
193,2020-02-20 22:57:36.160508250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7209197425.0,0,pcap60
194,2020-02-20 22:57:37.163050500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6761446479.0,0,pcap60
195,2020-02-20 22:57:38.166266250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),5986694347.0,0,pcap60
196,2020-02-20 22:57:39.163312000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6119240459.0,0,pcap60
197,2020-02-20 22:57:40.173202250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6931657957.0,0,pcap60
198,2020-02-20 22:57:41.181901250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7033426462.0,0,pcap60
199,2020-02-20 22:57:42.193272000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7394111840.0,0,pcap60
200,2020-02-20 22:57:43.201884750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6245986365.0,0,pcap60
201,2020-02-20 22:57:44.214077500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6345285307.0,0,pcap60
202,2020-02-20 22:57:45.205248250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6061140558.0,0,pcap60
203,2020-02-20 22:57:46.220188500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6888299950.0,0,pcap60
204,2020-02-20 22:57:47.205270750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7066183016.0,0,pcap60
205,2020-02-20 22:57:48.207861750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6917073923.0,0,pcap60
206,2020-02-20 22:57:49.230299250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6968184844.0,0,pcap60
207,2020-02-20 22:57:50.226318750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7228439098.0,0,pcap60
208,2020-02-20 22:57:51.225359000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7384159653.0,0,pcap60
209,2020-02-20 22:57:52.228503750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6835556080.0,0,pcap60
210,2020-02-20 22:57:53.226858000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),5881916357.0,0,pcap60
211,2020-02-20 22:57:54.248207750,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7278621715.0,0,pcap60
212,2020-02-20 22:57:55.243218000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),6856399107.0,0,pcap60
213,2020-02-20 22:57:56.237762250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),7428744068.0,0,pcap60
214,2020-02-20 22:57:57.245015250,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),8279476287.0,0,pcap60
215,2020-02-20 22:57:58.260884500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),9334585143.0,0,pcap60
216,2020-02-20 22:57:59.254646000,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),9301583476.0,0,pcap60
217,2020-02-20 22:58:00.263042500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),9959431764.0,0,pcap60
218,2020-02-20 22:58:01.258674500,sensor-DownstreamCmdKey (DownstreamCmdID 4254a85a-0e24-4031-89ac-d0b97b5dea77),10278861507.0,0,pcap60
